product_id,product_variant_id,product_variant_title,pais,tipo,classificacao,uva,tamanho,tampa,harmonizacao
21738,21283,Vinho Tinto Cabernet Sauvignon Las Perdices Reserva 2019 750ml,Argentina,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
21739,21284,Vinho Tinto Malbec Las Perdices Reserva 2019 750ml,Argentina,Tinto,Seco,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
21787,21332,Vinho Tinto Cabernet Sauvignon U by Undurraga 2021 750ml,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
21788,21333,Vinho Tinto Carménère U by Undurraga 2021 750ml,Chile,Tinto,Seco,Carmeneré,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
21789,21334,Vinho Branco Chardonnay U by Undurraga 2022 750ml,Chile,Branco,Seco,Chardonnay,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
21790,21335,Vinho Tinto Merlot U by Undurraga 2021 750ml,Chile,Tinto,Seco,Merlot,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
21791,21336,Vinho Rosé U by Undurraga 2021 750ml,Chile,Rose,Seco,Cabernet Sauvignon,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
21792,21337,Vinho Branco Sauvignon Blanc U by Undurraga 2021 750ml,Chile,Branco,Seco,Sauvignon Blanc,750ml,Rosca,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
21793,21338,Vinho Tinto Cabernet Sauvignon Aliwen Reserva 2021 750ml,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
21794,21339,Vinho Rosé Aliwen Reserva 2020 750ml,Chile,Rose,Seco,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
21795,21340,Vinho Tinto Cabernet Sauvignon Syrah Aliwen Reserva 2021 750ml,Chile,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
21796,21341,Vinho Tinto Carménère Aliwen Reserva 2021 750ml,Chile,Tinto,Seco,Carmeneré,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
21803,21348,Kit Presente - Vinho Tinto + Rosé,Itália,Tinto,Seco,Blend,750ml,Outra,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
21908,21453,Vinho Tinto Carménère Pichilemu 750ml,Chile,Tinto,Seco,Carmeneré,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
21909,21454,Vinho Tinto Cabernet Sauvignon Pichilemu 750ml,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
21910,21455,Vinho Branco Sauvignon Blanc Pichilemu 750ml,Chile,Branco,Seco,Sauvignon Blanc,750ml,Rosca,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
21911,21456,Vinho Tinto Tempranillo Viña Las Cubas 750ml,Espanha,Tinto,Seco,Outras,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
21912,21457,Vinho Tinto Malbec Mendoza Vineyards 750ml,Argentina,Tinto,Seco,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
21913,21458,Vinho Tinto Cabernet Sauvignon Mendoza Vineyards 750ml,Argentina,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
21914,21459,Vinho Tinto Blend Angelo Rosso 750ml,Itália,Tinto,Seco,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
21915,21460,Vinho Tinto Nero d'Avola Collemare Neo Sicily 750ml,Itália,Tinto,Seco,Outras,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
21916,21461,Vinho Tinto Primitivo Comassi Puglia 750ml,Itália,Tinto,Demi-Sec,Outras,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
21917,21462,Vinho Branco Blend Cala de Poeti 750ml,Itália,Branco,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
21918,21463,Vinho Rosé Blend Cala de Poeti 750ml,Itália,Rose,Seco,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
21919,21464,Vinho Tinto Blend Loggia Delle Sassaie 750ml,Itália,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22054,21599,Vinho Tinto Clos De Los Siete 750ml - Combo 2 Unidades,Argentina,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22055,21600,Vinho Rosé Malbec Las Perdices 750ml - Combo 2 Unidades,Argentina,Rose,Seco,Malbec,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
22057,21602,Vinho Tinto Dogajolo Toscano Carpineto 750ml - Combo 2 Unidades,Itália,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22059,21604,Vinho Branco Viognier Las Perdices 750ml - Combo 2 Unidades,Argentina,Branco,Seco,Outras,750ml,Rosca,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
22060,21605,Vinho Branco Sauvignon Blanc Las Perdices 750ml - Combo 2 Unidades,Argentina,Branco,Seco,Sauvignon Blanc,750ml,Rosca,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
22063,21608,Vinho Rosé Dogajolo Toscano Carpineto 750ml - Combo 2 Unidades,Itália,Rose,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
22065,21610,Vinho Tinto Cabernet Sauvignon Carnivor 750ml - Combo 2 Unidades,Outros,Tinto,Demi-Sec,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22066,21611,Espumante Branco Demi-Sec Brut De Vergy 750ml - Combo 2 Unidades,França,Espumante,Demi-Sec,Chardonnay,750ml,Rolha,"Frutos do mar, Pratos apimentados, Queijos, Saladas e aperitivos"
22067,21612,Vinho Tinto Reserva Bonarda Las Perdices 750ml - Combo 2 Unidades,Argentina,Tinto,Seco,Outras,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22068,21613,Vinho Tinto Cabernet Sauvignon Reservado Concha y Toro 750ml - Combo 2 Unidades,Chile,Tinto,Demi-Sec,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22069,21614,Vinho Branco Reserva Albariño Las Perdices 750ml - Combo 2 Unidades,Argentina,Branco,Seco,Outras,750ml,Rolha,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
22110,21655,"Vinho Tinto Suave San Martin 1,4L",Brasil,Tinto,Suave,Blend,Outros,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22111,21656,Vinho Tinto Seco Bordô San Martin 1L,Brasil,Tinto,Seco,Outras,1L,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22112,21657,Vinho Tinto Seco de Mesa San Martin 1L,Brasil,Tinto,Seco,Blend,1L,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22131,21676,"Vinho Branco Suave San Martin 1,4L",Brasil,Branco,Suave,Outras,Outros,Rosca,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
22136,21681,Vinho Tinto Seco Bordô San Martin 2L,Brasil,Tinto,Seco,Outras,Outros,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22139,21684,Vinho Tinto Suave San Martin 1L,Brasil,Tinto,Suave,Blend,Outros,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22141,21686,Vinho Tinto Suave Bordô San Martin 1L,Brasil,Tinto,Seco,Outras,1L,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22143,21688,Vinho Tinto Suave de Mesa San Martin 750ml,Brasil,Tinto,Suave,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22155,21700,"Vinho Branco Seco San Martin 1,4L",Brasil,Branco,Seco,Blend,Outros,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
22159,21704,Vinho Tinto Seco de Mesa San Martin 750ml,Brasil,Tinto,Seco,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22162,21707,Vinho Tinto Suave Bordô San martin 750ml,Brasil,Tinto,Seco,Outras,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22166,21711,Vinho Tinto Seco Bordô San Martin 750ml,Brasil,Tinto,Seco,Outras,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22172,21717,Vinho Branco Seco Niágara San Martin 750ml,Brasil,Branco,Seco,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
22176,21721,Vinho Tinto Suave Bordô San Martin 2L,Brasil,Tinto,Seco,Outras,Outros,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22177,21722,"Vinho Tinto Seco San Martin 1,4L",Brasil,Tinto,Seco,Blend,Outros,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22179,21724,Vinho Branco Suave Niágara San Martin 750ml,Brasil,Branco,Suave,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
22180,21725,Vinho Rosé Suave San Martin 750ml,Brasil,Rose,Suave,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
22182,21727,"Vinho Rose Suave San Martin 1,4L",Brasil,Rose,Suave,Blend,Outros,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
22185,21730,Bebida Alcoólica Mista de Vinho San Martin 750ml,Brasil,Tinto,Suave,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22187,21732,Sidra Cereser Maçã Verde 660 ml,Brasil,Sidra,Suave,Outras,Outros,Rolha,"Queijos, Sobremesas"
22188,21733,Sidra Cereser Ice 660ml,Brasil,Sidra,Suave,Outras,Outros,Rolha,"Queijos, Sobremesas"
22190,21735,Vinho Rosé Santa Carolina Reservado 750ml,Chile,Rose,Seco,Cabernet Sauvignon,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
22191,21736,Vinho Branco Santa Carolina Reservado Chardonnay 750ml,Chile,Branco,Seco,Chardonnay,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
22192,21737,Vinho Tinto Santa Carolina Reservado Cabernet Sauvignon 750ml,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22193,21738,Vinho Branco Santa Carolina Reservado Sauvignon Blanc 750ml,Chile,Branco,Seco,Sauvignon Blanc,750ml,Rosca,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
22194,21739,Vinho Tinto Santa Carolina Merlot Edição Especial 750ml,Chile,Tinto,Seco,Merlot,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22195,21740,Vinho Tinto Santa Carolina Edição Limitada 750ml,Chile,Tinto,Seco,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22196,21741,Vinho Tinto Santa Carolina Reservado Carmenère 750ml,Chile,Tinto,Seco,Carmeneré,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22197,21742,Vinho Tinto Santa Carolina Reservado Merlot 750ml,Chile,Tinto,Seco,Merlot,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22204,21749,Sidra Cereser Morango 660ml,Brasil,Sidra,Suave,Outras,Outros,Rolha,"Queijos, Sobremesas"
22205,21750,Sidra Cereser Pêssego 660ml,Brasil,Sidra,Suave,Outras,Outros,Rolha,"Queijos, Sobremesas"
22206,21751,Sidra Cereser Maçã Zero 660ml,Brasil,Sidra,Suave,Outras,Outros,Rolha,"Queijos, Sobremesas"
22207,21752,Sidra Cereser Uva 660ml,Brasil,Sidra,Suave,Outras,Outros,Rolha,"Queijos, Sobremesas"
22208,21753,Sidra Cereser 660ml,Brasil,Sidra,Suave,Outras,Outros,Rolha,"Queijos, Sobremesas"
22209,21754,Sidra Cereser Frutas Vermelhas 660ml,Brasil,Sidra,Suave,Outras,Outros,Rolha,"Queijos, Sobremesas"
22210,21755,Sidra Cereser Spritz 660ml,Brasil,Sidra,Suave,Outras,Outros,Rolha,"Queijos, Sobremesas"
22211,21756,Sidra Líder 660ml,Brasil,Sidra,Suave,Outras,Outros,Rolha,"Queijos, Sobremesas"
22212,21757,Sidra Gota De Prata 660ml,Brasil,Sidra,Suave,Outras,Outros,Rolha,"Queijos, Sobremesas"
22213,21758,Vinho Tinto Suave Sangue de Boi 750ml,Brasil,Tinto,Suave,Outras,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22214,21759,Vinho Branco Suave Sangue de Boi 750ml,Brasil,Branco,Suave,Outras,750ml,Rosca,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
22215,21760,Vinho Branco Seco Sangue de Boi 750ml,Brasil,Branco,Seco,Outras,750ml,Rosca,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
22216,21761,Vinho Tinto Suave Country Wine 750ml,Brasil,Tinto,Suave,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22217,21762,Vinho Branco Suave Country Wine 750ml,Brasil,Branco,Suave,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
22218,21763,Vinho Branco Seco Country Wine 750ml,Brasil,Branco,Seco,Outras,750ml,Rosca,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
22219,21764,Vinho Rosé Suave Country Wine 750ml,Brasil,Rose,Suave,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
22220,21765,Vinho Tinto Suave Bordô Country Wine 1L,Brasil,Tinto,Suave,Blend,1L,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22221,21766,Vinho Tinto Seco Country Wine 750ml,Brasil,Tinto,Seco,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22222,21767,Vinho Tinto Suave Bordô Country Wine 750ml,Brasil,Tinto,Suave,Blend,1L,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22223,21768,Vinho Tinto Seco Bordô Country Wine 750ml,Brasil,Tinto,Seco,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22224,21769,Espumante Moscatel Branco Saint Germain 750ml,Brasil,Espumante,Suave,Moscato,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos, Sobremesas"
22225,21770,Espumante Demi-Sec Saint Germain 660ml,Brasil,Espumante,Demi-Sec,Blend,Outros,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22226,21771,Espumante Demi-Sec Rosé Saint Germain 660ml,Brasil,Espumante,Demi-Sec,Blend,Outros,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22227,21772,Vinho Tinto Seco Assemblage Saint Germain 750ml,Brasil,Tinto,Seco,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22228,21773,Vinho Tinto Santa Carolina Reservado Malbec 750ml,Chile,Tinto,Seco,Malbec,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22229,21774,Vinho Tinto Santa Carolina Reservado Shiraz 750ml,Chile,Tinto,Seco,Syrah,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Pratos apimentados"
22230,21775,Vinho Tinto Santa Carolina Reservado Suave 750ml,Chile,Tinto,Suave,Blend,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22231,21776,Vinho Branco Santa Carolina Reservado Suave 750ml,Chile,Branco,Suave,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
22232,21777,Vinho Tinto Santa Carolina Reserva Estrellas Cabernet Sauvignon 750ml,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22233,21778,"Vinho Tinto Santa Carolina Reservado Cabernet Sauvignon 1,5L",Chile,Tinto,Seco,Cabernet Sauvignon,Outros,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22234,21779,Vinho Tinto Santa Carolina Reserva Cabernet Sauvignon 750 ml,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22235,21780,Vinho Tinto Santa Carolina Reserva Estrellas Carmenère 750ml,Chile,Tinto,Seco,Carmeneré,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22236,21781,Vinho Branco Santa Carolina Reserva Sauvignon Blanc 750ml,Chile,Branco,Seco,Sauvignon Blanc,750ml,Rosca,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
22237,21782,Espumante Santa Carolina Reservado Brut 750ml,Chile,Espumante,Brut,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22238,21783,Espumante Santa Colina Brut 750ml,Brasil,Espumante,Brut,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22239,21784,Espumante Santa Colina Moscatel 750ml,Brasil,Espumante,Suave,Moscato,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos, Sobremesas"
22240,21785,Vinho Tinto Santa Carolina Reserva Carmenere 750ml,Chile,Tinto,Seco,Carmeneré,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22241,21786,Vinho Branco Santa Carolina Reserva Estrellas Sauvignon Blanc 750ml,Chile,Branco,Seco,Sauvignon Blanc,750ml,Rolha,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
22242,21787,Cava Freixenet Cordon Negro Brut 750ml,Espanha,Espumante,Brut,Outras,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22243,21788,Cava Freixenet Carta Nevada Demi-Sec 750ml,Espanha,Espumante,Demi-Sec,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22244,21789,Vinho Tinto Cabernet Sauvignon Marcus James Reservado 750ml,Brasil,Tinto,Seco,Cabernet Sauvignon,750ml,Rosca,"Carnes de caça, Carnes vermelhas, Queijos"
22245,21790,Cava Freixenet Rosado Brut 750ml,Espanha,Espumante,Brut,Outras,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22246,21791,Cava Freixenet Ice Demi-Sec 750ml,Espanha,Espumante,Demi-Sec,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22247,21792,Vinho Tinto Pinot Noir Marcus James Reservado 750ml,Brasil,Tinto,Demi-Sec,Pinot Noir,750ml,Rolha,"Carnes brancas, Carnes de caça, Saladas e aperitivos"
22248,21793,Cava Freixenet Ice Rose Demi-Sec 750ml,Espanha,Espumante,Demi-Sec,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22249,21794,Prosecco Freixenet D.O.C Seco 750ml,Espanha,Espumante,Seco,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22250,21795,Vinho Tinto Merlot Marcus James Reservado 750ml,Brasil,Tinto,Seco,Merlot,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22251,21796,Espumante Freixenet Italian Rose Seco 750ml,Espanha,Espumante,Seco,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22252,21797,Vinho Tinto Cabernet Franc Marcus James Reservado 750ml,Brasil,Tinto,Seco,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22253,21798,Espumante Freixenet Moscato Asti D.O.C.G 750ml,Espanha,Espumante,Suave,Moscato,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos, Sobremesas"
22254,21799,Vinho Rosé Demi-Sec Marcus James Reservado 750ml,Brasil,Rose,Demi-Sec,Merlot,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
22255,21800,Vinho Tinto Tannat Marcus James Reservado 750ml,Brasil,Tinto,Seco,Tannat,750ml,Rosca,"Carnes vermelhas, Pratos apimentados, Queijos"
22256,21801,Vinho Tinto Pinotage Marcus James Reservado 750ml,Brasil,Tinto,Seco,Outras,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22257,21802,Espumante Freixenet Desalcoolizado 750ml,Espanha,Espumante,Seco,Blend,750ml,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22258,21803,Vinho Branco Chardonnay Marcus James Reservado 750ml,Brasil,Branco,Seco,Chardonnay,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
22259,21804,Vinho Tinto Freixenet Seco Chianti D.O.C.G 750ml,Itália,Tinto,Seco,Outras,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22260,21805,Vinho Branco Freixenet Seco Pinot Grigio D.O.C 750ml,Itália,Branco,Seco,Outras,750ml,Rolha,"Carnes brancas, Frutos do mar, Pratos apimentados, Queijos, Risoto e Massas de Molho Branco, Saladas e aperitivos, Sobremesas"
22261,21806,Vinho Tinto Demi-Sec Merlot Saint Germain 750ml,Brasil,Tinto,Demi-Sec,Merlot,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22262,21807,Vinho Rose Freixenet Seco Italian Rose 750ml,Itália,Rose,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
22263,21808,Vinho Branco Freixenet Sauvignon Blanc 750ml,Espanha,Branco,Seco,Sauvignon Blanc,750ml,Rolha,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
22264,21809,Vinho Rose Freixenet Seco Rosado 750ml,Espanha,Rose,Seco,Blend,750ml,Rolha,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
22265,21810,Vinho Tinto Freixenet Seco D.O Rioja 750ml,Espanha,Tinto,Seco,Outras,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22266,21811,Espumante Brut Saint Germain 660ml,Brasil,Espumante,Brut,Blend,Outros,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22267,21812,Espumante Prosecco Saint Germain 660ml,Brasil,Espumante,Brut,Outras,Outros,Rolha,"Frutos do mar, Queijos, Saladas e aperitivos"
22268,21813,Vinho Branco Veroni Sauvi 750ml,Brasil,Branco,Seco,Sauvignon Blanc,750ml,Rosca,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
22269,21814,Frisante Rosé Saint Germain 750ml,Brasil,Rose,Demi-Sec,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Pizzas e Massas de Molho Vermelho, Pratos apimentados, Queijos, Saladas e aperitivos, Sobremesas"
22270,21815,Frisante Tinto Saint Germain 750ml,Brasil,Tinto,Demi-Sec,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22271,21816,Frisante Branco Saint Germain 750ml,Brasil,Branco,Demi-Sec,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
22272,21817,Vinho Tinto Suave Blend Saint Germain 750ml,Brasil,Tinto,Suave,Blend,750ml,Rosca,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22275,21820,Vinho Branco Assemblage Saint Germain 750ml,Brasil,Branco,Seco,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
22277,21822,Vinho Branco Blanc de Blancs Saint Germain 750ml,Brasil,Branco,Seco,Blend,750ml,Rosca,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
22288,21833,Vinho Tinto Casas Del Toqui Single Estate D.O. Central Valley Cabernet Sauvignon 375ml,Chile,Tinto,Seco,Cabernet Sauvignon,375ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22565,22110,Vinho Tinto Cabernet Sauvignon Tres Medallas 750ml,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22598,22143,Vinho Tinto Carménère Santa Rita 120 Reserva Especial 750ml ,Chile,Tinto,Seco,Carmeneré,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22599,22144,Vinho Branco Chardonnay Santa Rita 120 Reserva Especial 750ml ,Chile,Branco,Seco,Chardonnay,750ml,Rolha,"Carnes brancas, Frutos do mar, Risoto e Massas de Molho Branco"
22600,22145,Vinho Tinto Merlot Santa Rita 120 Reserva Especial 750ml ,Chile,Tinto,Seco,Merlot,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22601,22146,Vinho Tinto Cabernet Sauvignon Santa Rita 120 Reserva Especial 750ml ,Chile,Tinto,Seco,Cabernet Sauvignon,750ml,Rolha,"Carnes de caça, Carnes vermelhas, Queijos"
22602,22147,Vinho Tinto Merlot Tres Medallas 750ml,Chile,Tinto,Seco,Merlot,750ml,Rolha,"Carnes vermelhas, Pizzas e Massas de Molho Vermelho, Queijos"
22603,22148,Vinho Branco Sauvignon Blanc 120 Reserva Especial Santa Rita 750ml ,Chile,Branco,Seco,Sauvignon Blanc,750ml,Rolha,"Carnes brancas, Frutos do mar, Saladas e aperitivos"
